run,experiment,data_kind,n,mode,trials,queries_per_trial,median_ms_median,median_ms_min,median_ms_max,p95_ms_median,p95_ms_min,p95_ms_max,p99_ms_median,p99_ms_min,p99_ms_max,accept_median_ms_median,accept_median_ms_min,accept_median_ms_max,accept_cpu_mean_ms_median,accept_cpu_mean_ms_min,accept_cpu_mean_ms_max,rss_after_MiB_median,rss_after_MiB_min,rss_after_MiB_max,rss_before_MiB_median,rss_before_MiB_min,rss_before_MiB_max,mean_json_body_bytes_median,mean_json_body_bytes_min,mean_json_body_bytes_max
Pi_Ethernet,original_e2,synthetic,512,B2_full,5,200,0.3943185,0.3876335,0.394837,0.4051115,0.4000039499999999,0.40809215,0.4266524799999997,0.42520328999999973,0.4439458899999998,,,,,,,,,,,,,,,
Pi_Ethernet,original_e2,synthetic,512,B3_leaf,5,200,2.665674,2.6425265,2.677072,2.6982459999999997,2.66422055,2.70715635,2.8344668699999986,2.70663903,2.9658142599999997,,,,,,,,,,,,,,,
Pi_Ethernet,original_e2,synthetic,512,B4_ext,5,200,0.392606,0.3885875,0.39479050000000004,0.4045773999999999,0.40010460000000003,0.40623775,0.42951441,0.4169572099999996,0.4578338099999999,,,,,,,,,,,,,,,
Pi_Ethernet,original_e2,synthetic,4096,B1_verified,5,200,0.40571650000000004,0.4048275,0.4108085,0.4184071,0.4175944,0.42700784999999997,0.4393555899999999,0.4346551499999999,0.44557647999999994,,,,,,,,,,,,,,,
Pi_Ethernet,original_e2,synthetic,4096,B2_full,5,200,0.4092445,0.405059,0.411818,0.42061339999999997,0.41624059999999996,0.4287165999999998,0.44439354999999997,0.4328694799999999,0.6389927699999994,,,,,,,,,,,,,,,
Pi_Ethernet,original_e2,synthetic,4096,B3_leaf,5,200,18.935928,18.6022395,18.983715,19.1594942,18.8776403,19.208162549999997,19.68358506,19.582914719999998,19.78275462,,,,,,,,,,,,,,,
Pi_Ethernet,original_e2,synthetic,4096,B4_ext,5,200,0.40713299999999997,0.404976,0.41114249999999997,0.42000509999999996,0.41793665,0.42249449999999994,0.44126514999999994,0.43821293,0.4756829999999998,,,,,,,,,,,,,,,
Pi_WiFi,archive_retrieval,ethereum_rpc_finalized_json,69,archive,5,200,17.493478,16.615758,17.8819645,35.4388121,33.80031505,36.83123875,35.61272322,33.960569629999995,37.24353285,10.2368095,9.362234,10.453158,10.87582729,10.1977364,10.97145179,27.7265625,27.28515625,30.08984375,23.96484375,23.953125,23.96875,0,0,0
Pi_WiFi,archive_retrieval,synthetic,512,archive,5,200,1.6057510000000002,1.5916875,1.6263725,1.6665037999999999,1.64340845,1.68316955,1.7030411299999986,1.6695314799999996,2.042273529999999,0.5612135,0.5590835,0.565084,0.56317749,0.55805994,0.56439307,24.60546875,24.5859375,24.6171875,23.97265625,23.96484375,23.98046875,0,0,0
Pi_WiFi,archive_retrieval,synthetic,4096,archive,5,200,1.6942490000000001,1.682733,1.6960105,1.7533822000000001,1.7394280999999998,1.8226158499999998,1.8331580299999994,1.7866125499999996,2.1327844799999993,0.5899715000000001,0.585583,0.592518,0.589590175,0.585224395,0.59375478,24.6015625,24.59375,24.61328125,23.98046875,23.97265625,23.98046875,0,0,0
Pi_WiFi,local,ethereum_rpc_finalized_json,69,archive,5,200,10.306836,9.4036965,10.429556,21.09102635,18.932085700000002,21.73572055,21.15251118,19.02627295,21.833593630000003,10.302864,9.3998725,10.4257505,11.033599665,10.22151339,11.092846805,27.12109375,26.734375,29.00390625,23.98046875,23.96875,23.98046875,0,0,0
Pi_WiFi,local,ethereum_rpc_finalized_json,69,ext_cached,5,200,10.267873999999999,9.289548499999999,10.4789755,21.0688692,19.027584,21.8036982,21.14316307,19.092095590000003,21.92099912,10.263393,9.2860865,10.4747255,11.053558135,10.16629922,11.11956624,27.1171875,26.734375,29.0,23.9765625,23.96484375,23.98046875,0,0,0
Pi_WiFi,local,ethereum_rpc_finalized_json,69,ext_rebuild,5,200,10.281086,9.270783999999999,10.4653685,21.123291299999998,18.8048195,21.748202900000003,21.205893939999996,18.87293845,21.85135592,10.276215,9.2678125,10.4615915,11.06325738,10.14983448,11.13484113,27.109375,26.734375,29.01953125,23.98046875,23.97265625,23.98046875,0,0,0
Pi_WiFi,local,ethereum_rpc_finalized_json,69,full,5,200,10.2585985,9.3110945,10.7987285,21.05951315,19.056211649999998,21.6579651,21.1617113,19.10894729,21.755920959999997,10.254496,9.3075855,10.795275,11.07334608,10.229860155,11.11081989,27.10546875,26.71875,29.015625,23.97265625,23.96875,23.9765625,0,0,0
Pi_WiFi,local,ethereum_rpc_finalized_json,69,leaf,5,200,11.025974000000001,10.049169,11.3884585,21.82497575,19.63010185,22.43250485,21.92011063,19.77154752,22.668328069999998,11.022576,10.0457435,11.383700000000001,11.73120802,10.939177695,11.90869312,27.30859375,26.8359375,29.078125,23.97265625,23.9609375,23.9765625,0,0,0
Pi_WiFi,local,synthetic,512,archive,5,200,0.5321400000000001,0.527427,0.5376125,0.56212655,0.55646975,0.5892809999999998,0.5805938099999995,0.5735762199999999,0.7073391499999998,0.5309554999999999,0.5261215,0.536473,0.53235297,0.52687035,0.54107692,24.328125,24.32421875,24.328125,23.9765625,23.97265625,23.98046875,0,0,0
Pi_WiFi,local,synthetic,512,ext_cached,5,200,0.5262880000000001,0.5226865,0.5334635,0.55277135,0.5486534000000001,0.5648721,0.5709650999999997,0.5621711099999995,0.7008361799999998,0.5252235000000001,0.5214825,0.5323249999999999,0.525828615,0.52207013,0.533529435,24.31640625,24.3046875,24.33203125,23.96484375,23.95703125,23.98046875,0,0,0
Pi_WiFi,local,synthetic,512,ext_rebuild,5,200,0.5363169999999999,0.5281765,0.5472045,0.5635776,0.5538120999999999,0.5756289499999999,0.5934609599999997,0.5743203399999999,0.7083972900000001,0.5351319999999999,0.526973,0.5457235,0.535164285,0.528074705,0.54650865,24.32421875,24.31640625,24.33203125,23.96875,23.9609375,23.9765625,0,0,0
Pi_WiFi,local,synthetic,512,full,5,200,0.5332785,0.526038,0.5432515,0.5602296499999999,0.5554396500000001,0.56891245,0.5867654699999995,0.5813392199999998,0.6261951899999996,0.5317235,0.5249455,0.542057,0.531763475,0.52606042,0.54229748,24.33203125,24.3046875,24.33203125,23.97265625,23.94921875,23.9765625,0,0,0
Pi_WiFi,local,synthetic,512,leaf,5,200,3.3020414999999996,3.267496,3.3320685,3.3449314,3.32359845,3.3896005,3.40949674,3.3797452199999998,3.5686952999999995,3.299708,3.2652465,3.3296514999999998,3.293806315,3.263152645,3.32915929,24.6640625,24.66015625,24.66796875,23.96875,23.96484375,23.97265625,0,0,0
Pi_WiFi,local,synthetic,4096,archive,5,200,0.5525835,0.543454,0.5602130000000001,0.5852491,0.5795488000000001,0.6133319999999998,0.5975162899999997,0.5937411399999998,0.912738989999999,0.551204,0.5422695,0.5590285,0.556865175,0.54402841,0.559801525,24.33203125,24.3125,24.3359375,23.98046875,23.9609375,23.98046875,0,0,0
Pi_WiFi,local,synthetic,4096,ext_cached,5,200,0.556917,0.5511115,0.559187,0.5937863,0.58041155,0.60680835,0.7303972199999998,0.6153477299999998,0.7417846999999996,0.555658,0.5499179999999999,0.558046,0.55915896,0.55346077,0.562362175,24.33203125,24.33203125,24.3359375,23.9765625,23.97265625,23.9765625,0,0,0
Pi_WiFi,local,synthetic,4096,ext_rebuild,5,200,0.554944,0.5500185,0.563259,0.5923917,0.57845505,0.6181074999999999,0.7084542599999999,0.6032411799999995,0.73349522,0.5536665000000001,0.5488705,0.561945,0.557472125,0.55128444,0.56618946,24.328125,24.328125,24.33203125,23.96875,23.96875,23.97265625,0,0,0
Pi_WiFi,local,synthetic,4096,full,5,200,0.553281,0.5507605,0.560103,0.5804935,0.5753587499999999,0.6050360999999997,0.6114594299999994,0.5878396599999998,0.74719327,0.5521050000000001,0.5497135,0.5587690000000001,0.552566295,0.550669375,0.56397742,24.33203125,24.32421875,24.3359375,23.96875,23.96484375,23.97265625,0,0,0
Pi_WiFi,local,synthetic,4096,leaf,5,200,22.59988,22.567595,22.864462,22.9639271,22.89026595,23.360174400000002,23.22159361,23.177622279999998,23.418600989999998,22.5955095,22.5639015,22.860276499999998,22.583349545,22.550444355,22.89125547,26.078125,26.0703125,26.078125,23.97265625,23.96484375,23.97265625,0,0,0
Pi_WiFi,memory_pressure,ethereum_rpc_finalized_json,69,ext_cached,5,200,10.245875,9.3682785,10.4801885,21.3033814,19.0291809,21.80152535,21.35202863,19.10757551,21.90387132,10.2424865,9.3647515,10.4758365,11.04840681,10.21638617,11.124798655,91.11328125,90.734375,93.015625,87.96875,87.9609375,87.97265625,0,0,0
Pi_WiFi,memory_pressure,ethereum_rpc_finalized_json,69,ext_rebuild,5,200,10.237281,9.3597645,10.436406,20.999749400000002,19.0277877,21.51371885,21.052352629999998,19.07748673,21.584159919999998,10.233624,9.3564405,10.432906,11.01871827,10.233756525,11.08282582,91.11328125,90.73828125,93.01171875,87.97265625,87.96875,87.9765625,0,0,0
Pi_WiFi,memory_pressure,ethereum_rpc_finalized_json,69,full,5,200,10.253746,9.336417999999998,10.4569735,21.020041999999997,18.98490885,21.7322244,21.12509592,19.11041252,21.8840389,10.249302,9.332862500000001,10.4534555,11.04649644,10.23082005,11.11843195,91.11328125,90.73828125,93.015625,87.9609375,87.953125,87.9609375,0,0,0
Pi_WiFi,memory_pressure,ethereum_rpc_finalized_json,69,leaf,5,200,11.053844,10.262193499999999,11.5050495,20.9343435,19.78297475,22.362815899999998,20.989076849999996,19.84216011,22.47231296,11.050426999999999,10.2577865,11.501781000000001,11.73115718,10.996320585,11.899678215,91.05078125,90.80078125,92.9453125,87.9609375,87.953125,87.9609375,0,0,0
Pi_WiFi,memory_pressure,synthetic,512,ext_cached,5,200,0.530538,0.526214,0.534816,0.5714615,0.55019915,0.5820825499999999,0.6551938399999999,0.5642328699999991,0.7281915199999998,0.5289915000000001,0.5250565,0.533585,0.533492705,0.525244975,0.53749185,88.33203125,88.32421875,88.3359375,87.984375,87.97265625,87.984375,0,0,0
Pi_WiFi,memory_pressure,synthetic,512,ext_rebuild,5,200,0.5363895,0.532482,0.5411125,0.561584,0.5601927,0.5640129,0.5912378099999999,0.5727776099999993,0.6188281099999997,0.5351950000000001,0.5313435,0.5397795000000001,0.53524845,0.532136115,0.539370065,88.3359375,88.3203125,88.3359375,87.98046875,87.96875,87.98046875,0,0,0
Pi_WiFi,memory_pressure,synthetic,512,full,5,200,0.5315945,0.529853,0.537806,0.5590202999999999,0.5578712499999999,0.5637675499999999,0.5899422199999999,0.58109137,0.6016594699999998,0.5304745,0.528705,0.5366115,0.531701085,0.529462045,0.537361185,88.33203125,88.328125,88.3359375,87.98046875,87.97265625,87.98046875,0,0,0
Pi_WiFi,memory_pressure,synthetic,512,leaf,5,200,3.284269,3.2331915,3.336726,3.34859085,3.2889806,3.4030873500000003,3.3995927,3.3643559599999997,3.5347933299999994,3.281287,3.231275,3.3348560000000003,3.280648075,3.23106093,3.332532235,88.69140625,88.671875,88.6953125,87.98046875,87.9609375,87.984375,0,0,0
Pi_WiFi,memory_pressure,synthetic,4096,ext_cached,5,200,0.549112,0.547315,0.5599815,0.5835059,0.5745335,0.5904017,0.5978634699999992,0.582604019999999,0.72214504,0.5479645,0.5461395,0.5588245000000001,0.55140113,0.546767325,0.560317965,88.3359375,88.31640625,88.33984375,87.98046875,87.95703125,87.98046875,0,0,0
Pi_WiFi,memory_pressure,synthetic,4096,ext_rebuild,5,200,0.554937,0.5538615,0.55829,0.5839038999999998,0.58230085,0.6325834499999999,0.6126572899999995,0.5902427399999997,0.75407333,0.5538995,0.552676,0.557114,0.555838765,0.553269695,0.565152755,88.33203125,88.33203125,88.34375,87.97265625,87.97265625,87.98046875,0,0,0
Pi_WiFi,memory_pressure,synthetic,4096,full,5,200,0.55539,0.5496955,0.559585,0.5819254,0.57656365,0.6004829999999999,0.6071630699999998,0.5977901799999997,0.7088680599999994,0.554103,0.5484275000000001,0.5582605,0.555124445,0.549356855,0.56042567,88.3359375,88.32421875,88.34375,87.9765625,87.96484375,87.984375,0,0,0
Pi_WiFi,memory_pressure,synthetic,4096,leaf,5,200,22.904819,22.7626665,23.1714185,23.127960249999997,23.05256815,23.5101547,23.34215147,23.137102589999998,23.89112067,22.9005325,22.758824,23.1674655,22.825737365,22.722980995,23.0849083,90.078125,90.0703125,90.0859375,87.97265625,87.96484375,87.9765625,0,0,0
Pi_WiFi,network,ethereum_rpc_finalized_json,69,ext_cached,5,200,82.3852685,79.17689899999999,85.37902249999999,152.15113674999998,148.14149909999995,157.70052964999996,179.27485817,172.70194234999985,182.58386226999997,10.177422499999999,9.446601,10.264344999999999,10.85918616,10.19660934,10.90438187,28.23046875,27.97265625,30.0546875,24.03125,24.01953125,24.03515625,649418.22,606714.505,652725.16
Pi_WiFi,network,ethereum_rpc_finalized_json,69,ext_rebuild,5,200,350.30884000000003,345.70115350000003,353.48046250000004,416.4925378,411.71221569999994,425.57969084999996,432.06397497,420.44213472999996,467.3504439999999,10.189068500000001,9.391105499999998,10.273353499999999,10.88081817,10.226843955,10.90990456,28.21875,27.95703125,30.046875,24.02734375,24.02734375,24.03515625,649428.99,606724.96,652736.48
Pi_WiFi,network,ethereum_rpc_finalized_json,69,full,5,200,81.63838150000001,74.7131665,85.3522285,150.7942414,137.12509435,158.1120761,182.57848725999992,161.58577086999998,194.6571600599998,10.145881,9.476536,10.238124,10.857682035,10.195661825,10.91046811,28.23046875,27.95703125,30.0546875,24.03515625,24.02734375,24.04296875,649406.135,606702.295,652713.335
Pi_WiFi,network,ethereum_rpc_finalized_json,69,leaf,5,200,82.677001,78.2238675,87.970767,152.55322829999997,144.39193995,159.8851901999999,177.22984148999998,152.25048985,191.75901136999994,10.995326,10.2623045,11.0357225,11.664233995,11.004765045,11.67457102,28.671875,28.0625,30.3046875,24.0390625,24.02734375,24.0390625,657317.29,614613.075,660624.505
Pi_WiFi,network,synthetic,512,ext_cached,5,200,14.6838495,14.589672,15.763739000000001,17.324532149999996,17.241688749999994,18.774230899999996,19.002718729999994,18.360159199999988,20.50503092999998,0.659786,0.654647,0.6613694999999999,0.658292215,0.653197305,0.66004804,25.1953125,25.19140625,25.1953125,24.0390625,24.0390625,24.0390625,4729.77,4729.545,4729.79
Pi_WiFi,network,synthetic,512,ext_rebuild,5,200,92.251818,91.6953565,93.704208,95.52001785,93.53026354999999,98.4938873,103.74912982999987,99.05749492999998,127.65671785999993,0.6828704999999999,0.677128,0.6843505000000001,0.6796419,0.67724673,0.684076405,25.18359375,25.1796875,25.1875,24.03515625,24.03125,24.0390625,4739.77,4739.525,4739.805
Pi_WiFi,network,synthetic,512,full,5,200,14.846947,14.681025,14.982149,17.486234,17.25748575,19.971186849999995,19.350064599999993,18.49286357999998,21.280765949999996,0.6610914999999999,0.65863,0.66637,0.659020035,0.65822835,0.66332797,25.1875,25.16796875,25.1875,24.03515625,24.015625,24.03515625,4717.775,4717.535,4717.79
Pi_WiFi,network,synthetic,512,leaf,5,200,21.301620999999997,19.8229325,21.7005015,24.69871595,22.5210723,26.205952399999997,28.332363609999998,23.689200999999997,30.666534409999986,3.441007,3.423253,3.471946,3.435819005,3.41755101,3.46257063,25.47265625,25.45703125,25.47265625,24.03515625,24.01953125,24.03515625,38167.74,38167.51,38167.76
Pi_WiFi,network,synthetic,4096,ext_cached,5,200,14.876126,13.953402,15.1303915,17.398618849999995,15.481258599999997,18.0272647,19.005813009999994,16.927547409999974,19.371033419999996,0.6840165,0.6822675,0.6853055,0.68256414,0.680540535,0.683635935,25.18359375,25.17578125,25.1953125,24.02734375,24.015625,24.03515625,5023.41,5023.22,5023.8
Pi_WiFi,network,synthetic,4096,ext_rebuild,5,200,624.705676,622.3533335,625.7452000000001,628.8757111,628.6536113999999,629.74352175,634.7521331299998,631.87897104,653.5222851999999,0.735313,0.7345895,0.7391570000000001,0.72801617,0.724972195,0.729685975,25.19140625,25.1875,25.19140625,24.0390625,24.03515625,24.0390625,5037.37,5037.15,5037.76
Pi_WiFi,network,synthetic,4096,full,5,200,15.156509,14.226049,15.435777999999999,17.815185849999995,15.64265865,19.334221449999998,20.20548188,18.732999179999997,23.020297509999935,0.68677,0.6854905,0.6898035,0.685698605,0.682923915,0.688017295,25.1796875,25.17578125,25.18359375,24.03515625,24.02734375,24.0390625,5011.425,5011.18,5011.8
Pi_WiFi,network,synthetic,4096,leaf,5,200,73.598046,71.5136555,74.074247,79.22766499999999,75.79602955,79.5401266,82.05395114999999,76.69490406999999,182.94712581,22.9496435,22.900378500000002,23.381375,22.939107965,22.8763893,23.344875245,27.00390625,26.99609375,27.50390625,24.0390625,24.02734375,24.04296875,278303.36,278303.005,278304.155
Pi_WiFi,original_e2,synthetic,512,B1_verified,5,200,0.393308,0.387077,0.394244,0.40758289999999997,0.40022805,0.42891775,0.44354982,0.42619433999999995,0.51981496,,,,,,,,,,,,,,,
Pi_WiFi,original_e2,synthetic,512,B2_full,5,200,0.393049,0.38924349999999996,0.3942715,0.40433349999999996,0.40184600000000004,0.42813329999999994,0.44199929000000004,0.4221520399999999,0.45811629999999864,,,,,,,,,,,,,,,
Pi_WiFi,original_e2,synthetic,512,B3_leaf,5,200,2.69054,2.6559855,2.7017165,2.7275253999999998,2.6801998499999997,2.7516401999999998,2.7877531899999997,2.71744963,3.0225153399999964,,,,,,,,,,,,,,,
Pi_WiFi,original_e2,synthetic,512,B4_ext,5,200,0.392633,0.388188,0.3947715,0.4043266,0.4005953,0.40875395,0.42647173999999993,0.41597869999999976,0.440869829999999,,,,,,,,,,,,,,,
Pi_WiFi,original_e2,synthetic,4096,B1_verified,5,200,0.4065305,0.405808,0.41178950000000003,0.42314565,0.417753,0.42959664999999997,0.4524404199999991,0.4375391899999999,0.8787297399999997,,,,,,,,,,,,,,,
Pi_WiFi,original_e2,synthetic,4096,B2_full,5,200,0.4073175,0.40528949999999997,0.4131325,0.4239255,0.418204,0.44486125,0.44612166999999997,0.43863861999999965,0.5451560099999986,,,,,,,,,,,,,,,
Pi_WiFi,original_e2,synthetic,4096,B3_leaf,5,200,18.685561,18.5696365,19.039333,19.108205449999996,18.88246205,19.535601399999997,19.961820569999997,19.44496701,20.470998689999995,,,,,,,,,,,,,,,
Pi_WiFi,original_e2,synthetic,4096,B4_ext,5,200,0.4072715,0.40457699999999996,0.4108355,0.42028765,0.41716555,0.42293430000000004,0.44167580999999967,0.43658191999999996,0.44786499999999996,,,,,,,,,,,,,,,
